till the end lads!! #NEWLIV #LFC #YNWA ,positive
need to get all the supporters hearts checked after last night  #NEWLIV #LFC #Believe #premierleague,positive
Bullshit. Yet ANOTHER Liverpool dive. Disgraceful. Wasn't bothered who won the league,negative
Err... Hello Neil it'll be a different #PremierLeague without him next season,positive
Modern officials are absolutely diabolical. More evidence top 6 clubs DO get special treatment. #NEWLIV,negative
"PLAYER RATINGS: Newcastle Liverpool One 9, a few 8’s, several 7’s & one costly 4",negative
Should Pochettino start wanyama or dier on wednesday? #COYS #BOUTOT,positive
The lads talk through their top performers for Liverpool in the 3-2 against Newcastle and take your thoughts from,positive
No way #NEWLIV,positive
Just as bad as Bamford. Expect a 2 match ban... I doubt it @premierleague #NEWLIV #footballersdiving,negative
"Diverpool, more like #LFC #NEWLIV",negative
I'm willing to stake my College Degree on #Liverpool's #Lovren having #Klopp's nudes somewhere! No one tries to win,negative
I love the smell of victory in the morning #LFC #YNWA #NEWLIV ,positive
Lino! Really? Must be a #Liverpool fan or he's at the least had a bet on the @premierleague title. #NEWLIV,negative
"Typical Liverpool, diving and cheating once again #NEWLIV #fabinho",negative
"Dr Nuno prescribes pulling Big Willy off, removing Jonny and a dose of Ruben`VIAGRA’ ring the game to ",positive
Did anybody else see Alan Shearer disagree with Souness on @SkySports last night #NEWLIV,negative
Shoutout to the Newcastle fans inside St James Park for their sportsmanship towards @MoSalah after he was stretcher,positive
Wow  #VVD scoring the winner for #Liverpoolfc without even touching the ball #NEWLIV,positive
"LFC: RT LFC:  ORIGI DOES IT AGAIN!!A memorable match in a minute, after a dramatic finish to #NEWLIV.",positive
Hull Stoke Huddersfield Cardiff City Crystal Palace have now relegated four different Premier League sides,positive
@premierleague I tell u @premierleague @FA @ManCity is lifting this trophy no matter how much you try to make it not happen #NEWLIV,positive
Just woken up and smeeeeeeelled what DIVOCK is cooking #LFC #NEWLIV,positive
#saintsfc: helping out of form strikers get back into form since 1885. #WHUSOU,positive
Credit where it’s due to this lad  #NEWLIV #LFC #NUFC ,positive
94 points and taking the premier league title chase to the last game. What a team and what a manager.  @LFC #Klopp #YNWA #NEWLIV,positive
It was Cardiff Vs Crystal Palace.#CARCRY,positive
